6.630E+06		
8.112E+07	8.112E+07	8.112E+09
7.133E+07	7.133E+07	7.133E+09
7.385E+07	7.385E+07	7.385E+09
7.522E+07	7.522E+07	7.522E+09
5.311E+05	5.311E+05	5.311E+07
2.087E+04	2.085E+04	2.086E+06
6.016E+05	6.016E+05	1.925E+09
3.475E+02	3.185E+02	1.066E+06
5.796E+07	5.796E+07	5.796E+09
5.822E+07	5.822E+07	5.822E+09
[6630398.480000001, 0.0, '100', 'data/01B_000.txt']
